id,pt_in,pt_out,tt_in,tt_out,vf_fr,vf_td,vf_su,pt_in_s,pt_out_s,tt_in_s,tt_out_s,vf_fr_s,vf_td_s,vf_su_s,daily_paper_code,data_time
2518,3.03,2.86,19.65,26.09,0,67012.01,4344059,3.03,2.86,19.65,26.09,0,0,7154169,lqgz,10/6/2023 05:00:38
2519,2.9,2.84,18.86,26.68,0,67012.01,4344059,2.9,2.84,18.86,26.68,0,0,7154169,lqgz,10/6/2023 06:00:02
2520,2.79,2.81,20.88,33.75,0,67012.01,4344059,2.79,2.81,20.88,33.75,0,0,7154169,lqgz,10/6/2023 07:00:10
2521,2.91,2.76,24.79,42.74,0,67012.01,4344059,2.91,2.76,24.79,42.74,0,0,7154169,lqgz,10/6/2023 08:00:12
2522,2.9,2.73,25.78,39.23,0,1367.18,4345426,2.9,2.73,25.78,39.23,0,0,7154169,lqgz,10/6/2023 09:00:11
2523,2.84,2.68,32.41,51.69,0,1367.18,4345426,2.84,2.68,32.41,51.69,0,0,7154169,lqgz,10/6/2023 10:00:11
2524,2.78,2.61,34.25,35.03,777.4,1680.09,4345739,2.78,2.61,34.25,35.03,0,0,7154169,lqgz,10/6/2023 11:00:11
2525,2.66,2.5,31.51,27.58,1629.13,3383.4,4347443,2.66,2.5,31.51,27.58,0,0,7154169,lqgz,10/6/2023 12:00:32
2526,2.65,2.47,20,31.46,5578.06,6749.53,4350810,2.65,2.47,20,31.46,0,0,7154169,lqgz,10/6/2023 13:00:29
2527,2.71,2.53,19.96,31.19,4946.84,12011.57,4356072,2.71,2.53,19.96,31.19,0,0,7154169,lqgz,10/6/2023 14:00:00
2528,2.76,2.58,19.96,31.54,4599.9,16936.84,4360997,2.76,2.58,19.96,31.54,0,0,7154169,lqgz,10/6/2023 15:00:18
2529,2.8,2.63,19.88,31.44,4245.54,21337.67,4365398,2.8,2.63,19.88,31.44,0,0,7154169,lqgz,10/6/2023 16:00:01
2530,2.84,2.67,19.81,31.11,3784.78,25354.64,4369415,2.84,2.67,19.81,31.11,0,0,7154169,lqgz,10/6/2023 17:00:28
2531,2.85,2.67,19.35,29.66,3030.57,28358.84,4372417,2.85,2.67,19.35,29.66,0,0,7154169,lqgz,10/6/2023 18:00:14
2532,2.8,2.64,23.17,30.25,692.19,30336.82,4374396,2.8,2.64,23.17,30.25,0,0,7154169,lqgz,10/6/2023 19:00:02
2533,2.81,2.57,23.11,36.01,0,30352.88,4374412,2.81,2.57,23.11,36.01,0,0,7154169,lqgz,10/6/2023 20:00:10
2534,2.96,2.52,19.14,28.29,4728.19,30823.58,4374884,2.96,2.52,19.14,28.29,0,0,7154169,lqgz,10/6/2023 21:00:07
2535,2.77,2.59,18.16,23.2,4285.86,36814.28,4380874,2.77,2.59,18.16,23.2,0,0,7154169,lqgz,10/6/2023 22:00:10
2536,2.79,2.62,18.1,23,3908.96,40997.94,4385056,2.79,2.62,18.1,23,0,0,7154169,lqgz,10/6/2023 23:00:01
2537,2.83,2.66,18.18,23.27,3384.86,44654.69,4388714,2.83,2.66,18.18,23.27,0,0,7154169,lqgz,11/6/2023 00:00:11
2538,2.89,2.71,18.22,23.24,2742.31,47944.6,4392003,2.89,2.71,18.22,23.24,0,0,7154169,lqgz,11/6/2023 01:00:11
2539,2.97,2.71,19.83,26.26,0,48007.65,4392066,2.97,2.71,19.83,26.26,0,0,7154169,lqgz,11/6/2023 02:00:15
2540,2.92,2.7,19.85,26.83,0,48007.65,4392066,2.92,2.7,19.85,26.83,0,0,7154169,lqgz,11/6/2023 03:00:00
2541,2.87,2.7,19.65,26.9,0,48007.65,4392066,2.87,2.7,19.65,26.9,0,0,7154169,lqgz,11/6/2023 04:00:11
2542,2.81,2.7,19.43,26.57,0,48007.65,4392066,2.81,2.7,19.43,26.57,0,0,7154169,lqgz,11/6/2023 05:00:18
2543,2.75,2.67,19.61,27.29,0,48007.65,4392066,2.75,2.67,19.61,27.29,0,0,7154169,lqgz,11/6/2023 06:00:24
2544,2.71,2.64,19.96,30.03,0,48007.65,4392066,2.71,2.64,19.96,30.03,0,0,7154169,lqgz,11/6/2023 07:00:12
2545,2.9,2.6,21.79,36.52,0,48007.65,4392066,2.9,2.6,21.79,36.52,0,0,7154169,lqgz,11/6/2023 08:00:00
2546,2.77,2.61,22.61,31.33,752.56,3385.21,4395452,2.77,2.61,22.61,31.33,0,0,7154169,lqgz,11/6/2023 09:00:14
2547,2.71,2.55,29.13,34.48,460.01,3763,4395829,2.71,2.55,29.13,34.48,0,0,7154169,lqgz,11/6/2023 10:00:16
2548,2.74,2.56,19.5,29.88,4300.79,7380.24,4399448,2.74,2.56,19.5,29.88,0,0,7154169,lqgz,11/6/2023 11:00:15
2549,2.72,2.55,19.37,30.43,3024.86,10597.53,4402665,2.72,2.55,19.37,30.43,0,0,7154169,lqgz,11/6/2023 12:00:03
2550,2.73,2.55,19.26,28.64,4884.03,15145.84,4407214,2.73,2.55,19.26,28.64,0,0,7154169,lqgz,11/6/2023 13:00:02
2551,2.77,2.59,19.54,29.72,4055.81,19670.1,4411738,2.77,2.59,19.54,29.72,0,0,7154169,lqgz,11/6/2023 14:00:12
2552,2.82,2.64,19.72,30.47,3330.23,23336.52,4415404,2.82,2.64,19.72,30.47,0,0,7154169,lqgz,11/6/2023 15:00:00
2553,2.84,2.66,19.78,30.74,2825.23,26467.06,4418534,2.84,2.66,19.78,30.74,0,0,7154169,lqgz,11/6/2023 16:00:33
2554,2.86,2.68,19.38,28.91,3474.03,29676.24,4421744,2.86,2.68,19.38,28.91,0,0,7154169,lqgz,11/6/2023 17:00:47
2555,2.86,2.68,19.11,28.38,2859.54,32284.63,4424352,2.86,2.68,19.11,28.38,0,0,7154169,lqgz,11/6/2023 18:00:14
2556,2.86,2.69,18.77,26.55,3047.86,35132.56,4427200,2.86,2.69,18.77,26.55,0,0,7154169,lqgz,11/6/2023 19:00:07
2557,2.85,2.68,18.48,25.01,2838.1,38094.3,4430162,2.85,2.68,18.48,25.01,0,0,7154169,lqgz,11/6/2023 20:00:00
2558,2.84,2.68,18.29,24.06,2923.65,40946,4433013,2.84,2.68,18.29,24.06,0,0,7154169,lqgz,11/6/2023 21:00:05
2559,2.84,2.68,18.23,23.75,2773.62,43792.21,4435859,2.84,2.68,18.23,23.75,0,0,7154169,lqgz,11/6/2023 22:00:15
2560,2.86,2.7,18.34,23.86,3272.92,47092.19,4439160,2.86,2.7,18.34,23.86,0,0,7154169,lqgz,11/6/2023 23:00:15
2561,2.9,2.73,18.48,24.36,2491.74,49978.39,4442046,2.9,2.73,18.48,24.36,0,0,7154169,lqgz,12/6/2023 00:00:07
2562,2.94,2.76,19.44,25.27,0,51997.71,4444064,2.94,2.76,19.44,25.27,0,0,7154169,lqgz,12/6/2023 01:00:00
2563,2.89,2.75,21.29,29.27,0,51997.71,4444064,2.89,2.75,21.29,29.27,0,0,7154169,lqgz,12/6/2023 02:00:16
2564,2.87,2.75,19.94,25.58,0,51997.71,4444064,2.87,2.75,19.94,25.58,0,0,7154169,lqgz,12/6/2023 03:00:12
2565,2.87,2.75,19.99,25.9,0,51997.71,4444064,2.87,2.75,19.99,25.9,0,0,7154169,lqgz,12/6/2023 04:00:23
2566,2.87,2.74,20.11,26.01,0,51997.71,4444064,2.87,2.74,20.11,26.01,0,0,7154169,lqgz,12/6/2023 05:00:01
2567,2.74,2.72,18.99,26.69,0,51997.71,4444064,2.74,2.72,18.99,26.69,0,0,7154169,lqgz,12/6/2023 06:00:16
2568,2.88,2.68,19.1,29.23,0,51997.71,4444064,2.88,2.68,19.1,29.23,0,0,7154169,lqgz,12/6/2023 07:00:14
2569,2.92,2.64,21.98,35.72,0,51997.71,4444064,2.92,2.64,21.98,35.72,0,0,7154169,lqgz,12/6/2023 08:00:00
2570,2.87,2.6,20.14,32.09,2808.57,383.03,4444448,2.87,2.6,20.14,32.09,0,0,7154169,lqgz,12/6/2023 09:00:31
2571,2.87,2.61,19.56,29.29,2843.07,3224.28,4447289,2.87,2.61,19.56,29.29,0,0,7154169,lqgz,12/6/2023 10:00:23
2572,2.86,2.6,19.66,29.92,2760.41,6006.24,4450071,2.86,2.6,19.66,29.92,0,0,7154169,lqgz,12/6/2023 11:00:10
2573,2.77,2.58,19.21,29.79,2158.89,8723.13,4452787,2.77,2.58,19.21,29.79,0,0,7154169,lqgz,12/6/2023 12:00:23
2574,2.77,2.57,19.38,29.07,3873.75,12165.59,4456231,2.77,2.57,19.38,29.07,0,0,7154169,lqgz,12/6/2023 13:00:13
2575,2.81,2.61,19.79,30.39,3704.12,16018.33,4460082,2.81,2.61,19.79,30.39,0,0,7154169,lqgz,12/6/2023 14:00:44
2576,2.84,2.64,19.93,31.08,3376.46,19538.85,4463604,2.84,2.64,19.93,31.08,0,0,7154169,lqgz,12/6/2023 15:00:00
2577,2.86,2.67,19.73,30.47,3141.16,22829.12,4466894,2.86,2.67,19.73,30.47,0,0,7154169,lqgz,12/6/2023 16:00:44
2578,2.88,2.69,19.48,29.21,2968.44,25888.6,4469954,2.88,2.69,19.48,29.21,0,0,7154169,lqgz,12/6/2023 17:00:00
2579,2.88,2.7,19.02,27.69,2505.25,28360.95,4472426,2.88,2.7,19.02,27.69,0,0,7154169,lqgz,12/6/2023 18:00:01
2580,2.86,2.68,18.66,25.69,2872.71,30841.8,4474907,2.86,2.68,18.66,25.69,0,0,7154169,lqgz,12/6/2023 19:00:11
2581,2.84,2.66,18.48,24.77,2839.66,33702.44,4477767,2.84,2.66,18.48,24.77,0,0,7154169,lqgz,12/6/2023 20:00:12
2582,2.83,2.66,18.37,24.25,3097.64,36740.5,4480806,2.83,2.66,18.37,24.25,0,0,7154169,lqgz,12/6/2023 21:00:10
2583,2.83,2.66,18.4,24.34,2929.23,39739.39,4483804,2.83,2.66,18.4,24.34,0,0,7154169,lqgz,12/6/2023 22:00:11
2584,2.84,2.67,18.38,24.1,3587.5,42666.95,4486732,2.84,2.67,18.38,24.1,0,0,7154169,lqgz,12/6/2023 23:00:17
2585,2.88,2.71,18.44,24.06,2982.88,45988.43,4490053,2.88,2.71,18.44,24.06,0,0,7154169,lqgz,13/6/2023 00:00:00
2586,2.92,2.75,18.52,24.29,2344.51,48642.54,4492707,2.92,2.75,18.52,24.29,0,0,7154169,lqgz,13/6/2023 01:00:10
2587,2.95,2.79,18.65,24.88,1819.23,50687.81,4494753,2.95,2.79,18.65,24.88,0,0,7154169,lqgz,13/6/2023 02:00:00
2588,2.96,2.79,20.61,27.1,0,51353.61,4495418,2.96,2.79,20.61,27.1,0,0,7154169,lqgz,13/6/2023 03:00:00
2589,2.96,2.79,21.18,28.17,0,51353.61,4495418,2.96,2.79,21.18,28.17,0,0,7154169,lqgz,13/6/2023 04:00:11
2590,2.95,2.78,21.25,28.29,0,51384.26,4495448,2.95,2.78,21.25,28.29,0,0,7154169,lqgz,13/6/2023 05:00:11
2591,2.91,2.75,20.95,25.57,689.05,52145.84,4496210,2.91,2.75,20.95,25.57,0,0,7154169,lqgz,13/6/2023 06:00:15
2592,2.91,2.74,18.71,25.14,1668.78,53774.71,4497839,2.91,2.74,18.71,25.14,0,0,7154169,lqgz,13/6/2023 07:00:00
2593,2.94,2.72,19.41,26.65,0,55024.71,4499089,2.94,2.72,19.41,26.65,0,0,7154169,lqgz,13/6/2023 08:00:11
2594,2.89,2.72,19.02,26.68,2454.59,2335.09,4501425,2.89,2.72,19.02,26.68,0,0,7154169,lqgz,13/6/2023 09:00:02
2595,2.88,2.71,19.59,29.47,2408.45,4800.67,4503889,2.88,2.71,19.59,29.47,0,0,7154169,lqgz,13/6/2023 10:00:10
2596,2.94,0,28.84,0,0,0,0,2.94,0,28.84,0,0,0,0,lqgz,13/6/2023 11:00:10
2597,2.87,0,20.26,0,0,0,0,2.87,0,20.26,0,0,0,0,lqgz,13/6/2023 12:00:05
2598,2.84,2.55,20.12,32.51,2793.06,7570.08,4506657,2.84,2.55,20.12,32.51,0,0,7154169,lqgz,13/6/2023 13:00:01
2599,2.87,2.57,20.15,31.71,2838.85,10385.45,4509475,2.87,2.57,20.15,31.71,0,0,7154169,lqgz,13/6/2023 14:00:30
2600,2.9,2.6,20.69,29.02,2816.66,13098.92,4512189,2.9,2.6,20.69,29.02,0,0,7154169,lqgz,13/6/2023 15:00:13
2601,2.99,2.6,23.31,29.02,2816.66,13098.92,4512189,2.99,2.6,23.31,29.02,0,0,7154169,lqgz,13/6/2023 16:00:00
2602,2.91,2.53,20.09,30.7,3646.05,13374.61,4512465,2.91,2.53,20.09,30.7,0,0,7154169,lqgz,13/6/2023 17:00:16
2603,2.75,2.58,18.44,24.61,3807.3,17486.17,4516576,2.75,2.58,18.44,24.61,0,0,7154169,lqgz,13/6/2023 18:00:10
2604,2.75,2.58,18.24,23.68,3862.28,21640.92,4520731,2.75,2.58,18.24,23.68,0,0,7154169,lqgz,13/6/2023 19:00:07
2605,2.76,2.59,18.19,23.35,4134.03,25487.04,4524577,2.76,2.59,18.19,23.35,0,0,7154169,lqgz,13/6/2023 20:00:16
2606,2.78,2.61,18.09,22.77,4303.68,29901.96,4528992,2.78,2.61,18.09,22.77,0,0,7154169,lqgz,13/6/2023 21:00:16
2607,2.79,2.63,18.07,22.72,3349.56,33964.18,4533052,2.79,2.63,18.07,22.72,0,0,7154169,lqgz,13/6/2023 22:00:01
2608,2.81,2.65,18.09,22.8,3072.85,37192.42,4536282,2.81,2.65,18.09,22.8,0,0,7154169,lqgz,13/6/2023 23:00:12
2609,2.83,2.68,18.39,23.07,0,39953.73,4539043,2.83,2.68,18.39,23.07,0,0,7154169,lqgz,14/6/2023 00:00:12
2610,2.77,2.68,18.8,24.28,0,39953.73,4539043,2.77,2.68,18.8,24.28,0,0,7154169,lqgz,14/6/2023 01:00:00
2611,2.71,2.68,18.92,24.61,0,39953.73,4539043,2.71,2.68,18.92,24.61,0,0,7154169,lqgz,14/6/2023 02:00:43
2612,2.69,2.68,19.14,24.72,0,39953.73,4539043,2.69,2.68,19.14,24.72,0,0,7154169,lqgz,14/6/2023 03:00:03
2613,2.69,2.68,19.16,24.78,0,39953.73,4539043,2.69,2.68,19.16,24.78,0,0,7154169,lqgz,14/6/2023 04:00:11
2614,2.69,2.68,19.26,24.95,0,39953.73,4539043,2.69,2.68,19.26,24.95,0,0,7154169,lqgz,14/6/2023 05:00:14
2615,2.96,2.63,19.2,25.3,0,39953.73,4539043,2.96,2.63,19.2,25.3,0,0,7154169,lqgz,14/6/2023 06:00:13
2616,2.97,2.58,20.21,31.19,0,39953.73,4539043,2.97,2.58,20.21,31.19,0,0,7154169,lqgz,14/6/2023 07:00:11
2617,2.95,2.53,23.33,39.59,0,39953.73,4539043,2.95,2.53,23.33,39.59,0,0,7154169,lqgz,14/6/2023 08:00:15
2618,2.77,2.58,19.08,27.41,4060.98,5392.22,4544434,2.77,2.58,19.08,27.41,0,0,7154169,lqgz,14/6/2023 09:00:34
2619,2.75,2.58,25.38,36.03,0,8278.37,4547321,2.75,2.58,25.38,36.03,0,0,7154169,lqgz,14/6/2023 10:00:26
2620,2.66,2.5,29.56,29.99,1092.45,9319.23,4548362,2.66,2.5,29.56,29.99,0,0,7154169,lqgz,14/6/2023 11:00:01
2621,2.65,2.43,30.13,44.52,1092.45,9319.23,4548362,2.65,2.43,30.13,44.52,0,0,7154169,lqgz,14/6/2023 12:00:00
2622,2.65,2.43,30.13,30.36,1092.45,9319.23,4548362,2.65,2.43,30.13,30.36,0,0,7154169,lqgz,14/6/2023 13:00:18
2623,2.65,2.48,30.13,30.1,1092.45,9319.23,4548362,2.65,2.48,30.13,30.1,0,0,7154169,lqgz,14/6/2023 14:00:07
2624,2.65,2.54,30.13,31,1092.45,9319.23,4548362,2.65,2.54,30.13,31,0,0,7154169,lqgz,14/6/2023 15:00:00
2625,2.65,2.59,30.13,30.79,1092.45,9319.23,4548362,2.65,2.59,30.13,30.79,0,0,7154169,lqgz,14/6/2023 16:00:10
2626,2.8,2.62,19.71,30.49,1092.45,9319.23,4548362,2.8,2.62,19.71,30.49,0,0,7154169,lqgz,14/6/2023 17:00:00
2627,2.81,2.63,19.23,28.6,1092.45,9319.23,4548362,2.81,2.63,19.23,28.6,0,0,7154169,lqgz,14/6/2023 18:00:11
2628,2.81,2.63,18.75,26.06,1092.45,9319.23,4548362,2.81,2.63,18.75,26.06,0,0,7154169,lqgz,14/6/2023 19:00:16
2629,2.8,2.62,18.45,24.59,1092.45,9319.23,4548362,2.8,2.62,18.45,24.59,0,0,7154169,lqgz,14/6/2023 20:00:11
2630,2.8,2.63,18.46,24.28,1092.45,9319.23,4548362,2.8,2.63,18.46,24.28,0,0,7154169,lqgz,14/6/2023 21:00:19
2631,2.8,2.61,20.51,26.23,1092.45,9319.23,4548362,2.8,2.61,20.51,26.23,0,0,7154169,lqgz,14/6/2023 22:00:14
2632,2.8,2.57,21.06,28.93,1092.45,9319.23,4548362,2.8,2.57,21.06,28.93,0,0,7154169,lqgz,14/6/2023 23:00:23
2633,2.8,2.55,21.22,29.69,1092.45,9319.23,4548362,2.8,2.55,21.22,29.69,0,0,7154169,lqgz,15/6/2023 00:00:00
2634,2.8,2.54,21.06,29.81,1092.45,9319.23,4548362,2.8,2.54,21.06,29.81,0,0,7154169,lqgz,15/6/2023 01:00:11
2635,2.8,2.54,20.69,29.45,1092.45,9319.23,4548362,2.8,2.54,20.69,29.45,0,0,7154169,lqgz,15/6/2023 02:00:10
2636,2.8,2.54,20.39,29.16,1092.45,9319.23,4548362,2.8,2.54,20.39,29.16,0,0,7154169,lqgz,15/6/2023 03:00:00
2637,2.8,2.54,20.21,28.83,1092.45,9319.23,4548362,2.8,2.54,20.21,28.83,0,0,7154169,lqgz,15/6/2023 04:00:17
2638,2.8,2.54,20.03,28.54,1092.45,9319.23,4548362,2.8,2.54,20.03,28.54,0,0,7154169,lqgz,15/6/2023 05:00:33
2639,2.8,2.5,19.13,28.55,1092.45,9319.23,4548362,2.8,2.5,19.13,28.55,0,0,7154169,lqgz,15/6/2023 06:00:00
2640,2.8,2.45,20.38,34.54,1092.45,9319.23,4548362,2.8,2.45,20.38,34.54,0,0,7154169,lqgz,15/6/2023 07:00:27
2641,2.8,2.4,23.8,41.59,1092.45,9319.23,4548362,2.8,2.4,23.8,41.59,0,0,7154169,lqgz,15/6/2023 08:00:15
2642,2.8,2.42,19.23,26.98,1092.45,9319.23,4548362,2.8,2.42,19.23,26.98,0,0,7154169,lqgz,15/6/2023 09:00:00
2643,2.8,2.44,19.65,28.86,1092.45,9319.23,4548362,2.8,2.44,19.65,28.86,0,0,7154169,lqgz,15/6/2023 10:00:00
2644,2.8,2.48,19.08,27.79,1092.45,9319.23,4548362,2.8,2.48,19.08,27.79,0,0,7154169,lqgz,15/6/2023 11:00:00
2645,2.8,2.46,19.3,29.34,1092.45,9319.23,4548362,2.8,2.46,19.3,29.34,0,0,7154169,lqgz,15/6/2023 12:00:15
2646,2.8,2.46,19.59,29.7,1092.45,9319.23,4548362,2.8,2.46,19.59,29.7,0,0,7154169,lqgz,15/6/2023 13:00:12
2647,2.8,2.51,19.84,30.28,1092.45,9319.23,4548362,2.8,2.51,19.84,30.28,0,0,7154169,lqgz,15/6/2023 14:00:00
2648,2.8,2.57,20,31.12,1092.45,9319.23,4548362,2.8,2.57,20,31.12,0,0,7154169,lqgz,15/6/2023 15:00:11
2649,2.8,2.59,20.05,31.58,1092.45,9319.23,4548362,2.8,2.59,20.05,31.58,0,0,7154169,lqgz,15/6/2023 16:00:01
2650,2.8,2.62,19.9,30.84,1092.45,9319.23,4548362,2.8,2.62,19.9,30.84,0,0,7154169,lqgz,15/6/2023 17:00:13
2651,2.8,2.62,19.24,28.94,1092.45,9319.23,4548362,2.8,2.62,19.24,28.94,0,0,7154169,lqgz,15/6/2023 18:00:00
2652,2.8,2.63,18.89,26.8,1092.45,9319.23,4548362,2.8,2.63,18.89,26.8,0,0,7154169,lqgz,15/6/2023 19:00:00
2653,2.87,2.61,20.2,28.05,1092.45,9319.23,4548362,2.87,2.61,20.2,28.05,0,0,7154169,lqgz,15/6/2023 20:00:13
2654,2.95,2.55,20.97,31.34,1092.45,9319.23,4548362,2.95,2.55,20.97,31.34,0,0,7154169,lqgz,15/6/2023 21:00:00
2655,2.8,2.49,20.56,32.27,1092.45,9319.23,4548362,2.8,2.49,20.56,32.27,0,0,7154169,lqgz,15/6/2023 22:00:11
2656,2.65,2.45,20.17,32.37,1092.45,9319.23,4548362,2.65,2.45,20.17,32.37,0,0,7154169,lqgz,15/6/2023 23:00:01
2657,2.58,2.43,21.16,31.98,1092.45,9319.23,4548362,2.58,2.43,21.16,31.98,0,0,7154169,lqgz,16/6/2023 00:00:35
2658,2.89,2.43,21.88,31.78,1092.45,9319.23,4548362,2.89,2.43,21.88,31.78,0,0,7154169,lqgz,16/6/2023 01:00:14
2659,2.85,2.43,21.45,31.28,1092.45,9319.23,4548362,2.85,2.43,21.45,31.28,0,0,7154169,lqgz,16/6/2023 02:00:05
2660,2.85,2.42,21.69,30.89,1092.45,9319.23,4548362,2.85,2.42,21.69,30.89,0,0,7154169,lqgz,16/6/2023 03:00:11
2661,2.85,2.41,21.84,30.59,1092.45,9319.23,4548362,2.85,2.41,21.84,30.59,0,0,7154169,lqgz,16/6/2023 04:00:14
2662,2.85,2.4,21.92,30.55,1092.45,9319.23,4548362,2.85,2.4,21.92,30.55,0,0,7154169,lqgz,16/6/2023 05:00:04
2663,2.7,2.38,19.83,30.77,1092.45,9319.23,4548362,2.7,2.38,19.83,30.77,0,0,7154169,lqgz,16/6/2023 06:00:14
2664,2.96,2.34,21.18,31.94,1092.45,9319.23,4548362,2.96,2.34,21.18,31.94,0,0,7154169,lqgz,16/6/2023 07:00:30
2665,2.82,2.3,22.01,33.73,1092.45,9319.23,4548362,2.82,2.3,22.01,33.73,0,0,7154169,lqgz,16/6/2023 08:00:00
2666,2.63,2.39,18.46,23.79,1092.45,9319.23,4548362,2.63,2.39,18.46,23.79,0,0,7154169,lqgz,16/6/2023 09:00:18
2667,2.67,2.44,18.74,25.05,1092.45,9319.23,4548362,2.67,2.44,18.74,25.05,0,0,7154169,lqgz,16/6/2023 10:00:12
2668,2.64,2.47,19.14,27.8,1092.45,9319.23,4548362,2.64,2.47,19.14,27.8,0,0,7154169,lqgz,16/6/2023 11:00:16
2669,2.55,2.39,23,29.63,1092.45,9319.23,4548362,2.55,2.39,23,29.63,0,0,7154169,lqgz,16/6/2023 12:00:00
2670,2.6,2.4,18.97,26.61,1092.45,9319.23,4548362,2.6,2.4,18.97,26.61,0,0,7154169,lqgz,16/6/2023 13:00:10
2671,2.66,2.46,19.05,26.65,1092.45,9319.23,4548362,2.66,2.46,19.05,26.65,0,0,7154169,lqgz,16/6/2023 14:00:01
2672,2.72,2.53,19.16,27.23,1092.45,9319.23,4548362,2.72,2.53,19.16,27.23,0,0,7154169,lqgz,16/6/2023 15:00:17
